"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8075","Verify that the user can revoke the document from the dashboard Recently sent for signatures.","chromium","Fri Apr 25 06:05:45 GMT 2025","passed","Fri Apr 25 06:05:53 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","4399","Team plan user is prompted to upgrade when accessing the Branding page.","chromium","Fri Apr 25 05:54:24 GMT 2025","passed","Fri Apr 25 05:54:29 GMT 2025","Console app - Branding Access Validation","ConsoleApp/ConsoleBranding.spec.js","",""
"","4159","Verify that a free user cannot access the Signing certificate page in the console application and is prompted to upgrade.","chromium","Fri Apr 25 05:54:55 GMT 2025","passed","Fri Apr 25 05:54:59 GMT 2025","Console app","ConsoleApp/ConsoleSignCertificate.spec.js","",""
"","3274","Verify that a new free user cannot add a team user and is prompted to upgrade to the Teams plan.","chromium","Fri Apr 25 06:27:26 GMT 2025","passed","Fri Apr 25 06:27:29 GMT 2025","","MainAppPages/TeamUsers.spec.js","",""
"","6284","Verify that initials widget Copy widget to all pages function correctly in request signature.","chromium","Fri Apr 25 06:19:28 GMT 2025","passed","Fri Apr 25 06:19:34 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","6264","Verify that signature widgets Copy widget to all pages but first function correctly in request signature.","chromium","Fri Apr 25 06:18:52 GMT 2025","passed","Fri Apr 25 06:18:58 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","14579","Verify that owner can create the document and sign it from the dashboard recent signature requests.","chromium","Fri Apr 25 06:04:29 GMT 2025","passed","Fri Apr 25 06:04:44 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","15064","Verify that revoked document from the In Progress document is available on the declined documents report.","chromium","Fri Apr 25 06:07:48 GMT 2025","passed","Fri Apr 25 06:08:03 GMT 2025","Declined documents","MainAppPages/ReportDeclineddoc.spec.js","",""
"","3633","Verify that the Need your signature card click functions correctly and redirects the user to the Need your sign report from the dashboard.","chromium","Fri Apr 25 06:03:44 GMT 2025","passed","Fri Apr 25 06:03:47 GMT 2025","Dashboard","MainAppPages/Dashboard.spec.js","",""
"","32179","Verify that a user can sign up with a Teams plan and validate the details in the user profile.","chromium","Fri Apr 25 06:21:53 GMT 2025","passed","Fri Apr 25 06:22:25 GMT 2025","SignupPage","MainAppPages/Signup.spec.js","",""
"","9316","Verify that stamp widgets Copy widget to all pages but last function correctly in Sign Yourself.","chromium","Fri Apr 25 06:24:07 GMT 2025","passed","Fri Apr 25 06:24:16 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
