"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3470","Verify that pagination is functioning correctly in the Teams user table.","chromium","Wed Feb 05 18:08:55 GMT 2025","passed","Wed Feb 05 18:08:59 GMT 2025","","TeamUsers.spec.js","",""
"","4184","Verify that free user can generate the sanbox test token.","chromium","Wed Feb 05 18:04:38 GMT 2025","passed","Wed Feb 05 18:04:42 GMT 2025","API Token","APItokan.spec.js","",""
"","5083","Verify that a new free user cannot add a team user and is prompted to upgrade to the Teams plan.","chromium","Wed Feb 05 18:08:50 GMT 2025","passed","Wed Feb 05 18:08:55 GMT 2025","","TeamUsers.spec.js","",""
"","8792","Verify that user can import contacts from an Excel file","chromium","Wed Feb 05 18:04:54 GMT 2025","passed","Wed Feb 05 18:05:03 GMT 2025","","Contact.spec.js","",""
"","9093","Verify that a new free user cannot save email preferences is prompted to upgrade","chromium","Wed Feb 05 18:05:21 GMT 2025","passed","Wed Feb 05 18:05:30 GMT 2025","Preferences","Preferences.spec.js","",""
"","2274","Verify that users cannot sign up with an already registered email address.","chromium","Wed Feb 05 18:06:17 GMT 2025","passed","Wed Feb 05 18:06:20 GMT 2025","","Signup.spec.js","",""
"","5121","Verify that user cannot add a new contact with existing email address","chromium","Wed Feb 05 18:04:49 GMT 2025","passed","Wed Feb 05 18:04:54 GMT 2025","","Contact.spec.js","",""
"","8203","Verify that free user can add the sandbox webhook.","chromium","Wed Feb 05 18:09:03 GMT 2025","passed","Wed Feb 05 18:09:11 GMT 2025","WebHook","Webhook.spec.js","",""
"","5644","Verify that New user can draw and save the signature on the my signature page.","chromium","Wed Feb 05 18:05:03 GMT 2025","passed","Wed Feb 05 18:05:08 GMT 2025","My signature","Mysignature.spec.js","",""
"","8756","Verify that New free user can save the general preferences.","chromium","Wed Feb 05 18:05:12 GMT 2025","passed","Wed Feb 05 18:05:21 GMT 2025","Preferences","Preferences.spec.js","",""
"","4055","Verify that free user cannot add the live webhook.","chromium","Wed Feb 05 18:08:59 GMT 2025","passed","Wed Feb 05 18:09:03 GMT 2025","WebHook","Webhook.spec.js","",""
"","43069","Verify that new user can perform the sign yourself","chromium","Wed Feb 05 18:06:20 GMT 2025","passed","Wed Feb 05 18:07:03 GMT 2025","","SignYourSelf.spec.js","",""
"","34135","Verify that existing user can perform the sign yourself","chromium","Wed Feb 05 18:07:03 GMT 2025","passed","Wed Feb 05 18:07:37 GMT 2025","","SignYourSelf.spec.js","",""
"","3549","Verify that New user can upload and save the signature on the my signature page.","chromium","Wed Feb 05 18:05:08 GMT 2025","passed","Wed Feb 05 18:05:12 GMT 2025","My signature","Mysignature.spec.js","",""
"","6857","Verify that user can add a new contact","chromium","Wed Feb 05 18:04:42 GMT 2025","passed","Wed Feb 05 18:04:49 GMT 2025","","Contact.spec.js","",""
"","22367","Verify admin user can add the team user if user has teams plan.","chromium","Wed Feb 05 18:08:27 GMT 2025","failed","Wed Feb 05 18:08:50 GMT 2025","","TeamUsers.spec.js","",""
"","6914","Verify that free user cannot generate the live api token.","chromium","Wed Feb 05 18:04:31 GMT 2025","passed","Wed Feb 05 18:04:38 GMT 2025","API Token","APItokan.spec.js","",""
"","3445","Verify that a new free user cannot add team and is prompted to upgrade to a Teams plan.","chromium","Wed Feb 05 18:07:37 GMT 2025","passed","Wed Feb 05 18:07:40 GMT 2025","","Teams.spec.js","",""
"","4054","Verify that user can sign up with a free subscription plan.","chromium","Wed Feb 05 18:05:30 GMT 2025","passed","Wed Feb 05 18:05:34 GMT 2025","","Signup.spec.js","",""
"","43400","Verify that user can sign up with a professional plan","chromium","Wed Feb 05 18:05:34 GMT 2025","passed","Wed Feb 05 18:06:17 GMT 2025","","Signup.spec.js","",""
