"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20847","Verify that user can perform the sign yourself using the word document","chromium","Tue Mar 04 15:01:35 GMT 2025","passed","Tue Mar 04 15:01:56 GMT 2025","","MainAppPages/pdfsCompatibility.spec.js","",""
"","5304","Verify that the delete page functions correctly in create template.","chromium","Tue Mar 04 14:57:00 GMT 2025","passed","Tue Mar 04 14:57:05 GMT 2025","","MainAppPages/CreateTemplate.spec.js","",""
"","4688","Verify that Team plan User can access the Email page in the console application.","chromium","Tue Mar 04 14:48:26 GMT 2025","passed","Tue Mar 04 14:48:31 GMT 2025","Console app","ConsoleApp/Consolemail.spec.js","",""
"","5199","Verify that Team plan user can access the Signing certificate page in the console application and can upload the pfx certificate.","chromium","Tue Mar 04 14:48:53 GMT 2025","passed","Tue Mar 04 14:48:59 GMT 2025","Console app","ConsoleApp/ConsoleSignCertificate.spec.js","",""
"","122227","Verify that the unfinished SignYourSelf document can be edited from the Draft Document Report and completed by adding the required widgets.","chromium","Tue Mar 04 15:07:22 GMT 2025","broken","Tue Mar 04 15:09:24 GMT 2025","","MainAppPages/ReportDraftdoc.spec.js","",""
"","19470","Verify that the user can successfully sign a PDF that was previously incompatible pdf 20pages","chromium","Tue Mar 04 15:01:15 GMT 2025","passed","Tue Mar 04 15:01:35 GMT 2025","","MainAppPages/pdfsCompatibility.spec.js","",""
"","4056","Verify that pagination is functioning correctly in the dashboard recent signature requests.","chromium","Tue Mar 04 14:58:45 GMT 2025","passed","Tue Mar 04 14:58:49 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","11032","Verify that the document sent for a signature request appears in the Recently Sent for Signatures section on the dashboard.","chromium","Tue Mar 04 14:58:49 GMT 2025","passed","Tue Mar 04 14:59:00 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","19968","Verify that the document signed by SignYourSelf can be viewed from the Completed Document Report.","chromium","Tue Mar 04 15:02:39 GMT 2025","passed","Tue Mar 04 15:02:59 GMT 2025","","MainAppPages/Reportcompleteddoc.spec.js","",""
"","21699","Verify that new user can perform the sign yourself","chromium","Tue Mar 04 15:26:01 GMT 2025","passed","Tue Mar 04 15:26:22 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","4292","Verify that Professional plan user cannot access the Storage page in the console application and is prompted to upgrade Team plan.","chromium","Tue Mar 04 14:49:03 GMT 2025","passed","Tue Mar 04 14:49:08 GMT 2025","Console app","ConsoleApp/ConsoleStorage.spec.js","",""
