"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13010","Verify that the unfinished SignYourSelf document can be edited from the Dashboard draft document.","chromium","Tue Apr 15 13:33:44 GMT 2025","passed","Tue Apr 15 13:33:57 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","11970","Verify that the rotate page functions correctly in create template.","chromium","Tue Apr 15 13:32:47 GMT 2025","passed","Tue Apr 15 13:32:59 GMT 2025","Templates","MainAppPages/CreateTemplate.spec.js","",""
"","10628","Verify that text widget Copy widget to all pages but last function correctly in Sign Yourself.","chromium","Tue Apr 15 13:56:30 GMT 2025","passed","Tue Apr 15 13:56:41 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","4546","Verify that New user can draw and save the signature on the my signature page.","chromium","Tue Apr 15 13:35:38 GMT 2025","passed","Tue Apr 15 13:35:43 GMT 2025","My signature","MainAppPages/Mysignature.spec.js","",""
"","11647","Verify that initials widgets all types function correctly in Sign Yourself.","chromium","Tue Apr 15 13:54:39 GMT 2025","passed","Tue Apr 15 13:54:51 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","21780","Verify that an existing user can create a document and sign it when added as a self-signer.","chromium","Tue Apr 15 13:43:10 GMT 2025","passed","Tue Apr 15 13:43:32 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","17797","Verify that existing user can perform the sign yourself","chromium","Tue Apr 15 13:52:30 GMT 2025","passed","Tue Apr 15 13:52:48 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","11306","Verify the column names and the document details on the need your signature report.","chromium","Tue Apr 15 13:40:24 GMT 2025","passed","Tue Apr 15 13:40:35 GMT 2025","Need your signature","MainAppPages/ReportNeedYourSign.spec.js","",""
"","2671","Verify that users cannot sign up with an already registered email address.","chromium","Tue Apr 15 13:50:07 GMT 2025","passed","Tue Apr 15 13:50:10 GMT 2025","SignupPage","MainAppPages/Signup.spec.js","",""
"","15196","Verify that the merge page functions correctly and the user can sign the merged document in Sign Yourself.","chromium","Tue Apr 15 13:57:03 GMT 2025","passed","Tue Apr 15 13:57:18 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","4909","Verify that pagination is functioning correctly in the dashboard recent signature requests.","chromium","Tue Apr 15 13:34:16 GMT 2025","passed","Tue Apr 15 13:34:21 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","9219","Verify that text widget Copy widget to all pages but last function correctly in request signature.","chromium","Tue Apr 15 13:47:47 GMT 2025","passed","Tue Apr 15 13:47:56 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","7318","Verify that initials widgets Copy widget to all pages but first function correctly in request signature.","chromium","Tue Apr 15 13:47:05 GMT 2025","passed","Tue Apr 15 13:47:13 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","10081","Verify that signature widgets Copy widget to all pages but last function correctly in Sign Yourself.","chromium","Tue Apr 15 13:53:24 GMT 2025","passed","Tue Apr 15 13:53:34 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","4045","Verify that pagination is functioning correctly in the dashboard drafts document.","chromium","Tue Apr 15 13:33:57 GMT 2025","passed","Tue Apr 15 13:34:01 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","7535","Verify that the signature settings function correctly for the signature widget on the request signature page.","chromium","Tue Apr 15 13:45:23 GMT 2025","passed","Tue Apr 15 13:45:31 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","12167","Verify that user can create a document of type image and send it for a signature request.","chromium","Tue Apr 15 13:40:54 GMT 2025","passed","Tue Apr 15 13:41:07 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","17293","Verify admin user can add the team user if user has teams plan.","chromium","Tue Apr 15 13:57:51 GMT 2025","passed","Tue Apr 15 13:58:08 GMT 2025","","MainAppPages/TeamUsers.spec.js","",""
"","10731","Verify that the document sent for a signature request appears in the Recently Sent for Signatures section on the dashboard.","chromium","Tue Apr 15 13:34:21 GMT 2025","passed","Tue Apr 15 13:34:32 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","4897","Verify that clicking the Out for Signatures card functions correctly and redirects the user to the In-Progress report from the dashboard.","chromium","Tue Apr 15 13:33:12 GMT 2025","passed","Tue Apr 15 13:33:17 GMT 2025","Dashboard","MainAppPages/Dashboard.spec.js","",""
"","9678","Verify that name,job title, company, checkbox, image and email widgets Copy function correctly in request signature.","chromium","Tue Apr 15 13:47:21 GMT 2025","passed","Tue Apr 15 13:47:30 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","4095","Verify that the Sign yourself card click functions correctly and redirects the user to the Signyourself page from the dashboard.","chromium","Tue Apr 15 13:32:59 GMT 2025","passed","Tue Apr 15 13:33:03 GMT 2025","Dashboard","MainAppPages/Dashboard.spec.js","",""
"","6275","Verify that stamp widgets Copy widget to all pages but first function correctly in request signature.","chromium","Tue Apr 15 13:46:38 GMT 2025","passed","Tue Apr 15 13:46:45 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","15040","Verify that the user can successfully sign a PDF that was previously incompatible ERR_PDF","chromium","Tue Apr 15 13:35:47 GMT 2025","passed","Tue Apr 15 13:36:02 GMT 2025","Incompatiblepdfs","MainAppPages/pdfsCompatibility.spec.js","",""
"","6477","Verify that textinput field widget Copy widget next to current function correctly in request signature.","chromium","Tue Apr 15 13:48:35 GMT 2025","passed","Tue Apr 15 13:48:41 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","11222","Verify that expired document is available on the Expired documents report.","chromium","Tue Apr 15 13:38:41 GMT 2025","passed","Tue Apr 15 13:38:52 GMT 2025","Expired documents","MainAppPages/ReportExpiredDoc.spec.js","",""
"","7520","Verify that the signature settings function correctly for the signature widget on the create template.","chromium","Tue Apr 15 13:32:21 GMT 2025","passed","Tue Apr 15 13:32:29 GMT 2025","Templates","MainAppPages/CreateTemplate.spec.js","",""
"","11075","Verify that stamp widgets Copy widget to all pages but last function correctly in Sign Yourself.","chromium","Tue Apr 15 13:54:07 GMT 2025","passed","Tue Apr 15 13:54:18 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","7379","Verify that signature widget Copy widget to all pages function correctly in request signature.","chromium","Tue Apr 15 13:45:55 GMT 2025","passed","Tue Apr 15 13:46:02 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","17115","Verify that the rotate page functions correctly in Sign Yourself.","chromium","Tue Apr 15 13:57:25 GMT 2025","passed","Tue Apr 15 13:57:42 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","6219","Profession plan user is prompted to upgrade when accessing the Branding page.","chromium","Tue Apr 15 13:23:08 GMT 2025","passed","Tue Apr 15 13:23:14 GMT 2025","Console app - Branding Access Validation","ConsoleApp/ConsoleBranding.spec.js","",""
"","13477","Verify that the document created from a template appears in the Recently Sent for Signatures section on the dashboard.","chromium","Tue Apr 15 13:34:32 GMT 2025","passed","Tue Apr 15 13:34:45 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","8743","Verify that the merge page functions correctly and the user can sign the merged document in request signature.","chromium","Tue Apr 15 13:45:31 GMT 2025","passed","Tue Apr 15 13:45:40 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","5522","Verify that pagination is functioning correctly in the drafts document.","chromium","Tue Apr 15 13:38:35 GMT 2025","passed","Tue Apr 15 13:38:41 GMT 2025","","MainAppPages/ReportDraftdoc.spec.js","",""
"","6257","Verify that initials widgets Copy widget to all pages but last function correctly in request signature.","chromium","Tue Apr 15 13:46:59 GMT 2025","passed","Tue Apr 15 13:47:05 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","5463","Verify that Profession plan User can access the Analytics page in the console application.","chromium","Tue Apr 15 13:22:50 GMT 2025","passed","Tue Apr 15 13:22:56 GMT 2025","Console analytics","ConsoleApp/ConsoleAnalytics.spec.js","",""
"","9183","Verify that the user can resend the email from the In Progress document.","chromium","Tue Apr 15 13:39:39 GMT 2025","passed","Tue Apr 15 13:39:48 GMT 2025","Inprogress report","MainAppPages/ReportInprogrees.spec.js","",""
"","15734","Verify that user can perform the sign yourself using the word document","chromium","Tue Apr 15 13:36:44 GMT 2025","passed","Tue Apr 15 13:37:00 GMT 2025","Incompatiblepdfs","MainAppPages/pdfsCompatibility.spec.js","",""
"","7986","Verify that checkbox widget settings options function correctly in Sign Yourself.","chromium","Tue Apr 15 13:56:11 GMT 2025","passed","Tue Apr 15 13:56:19 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","7332","Verify that stamp widgets Copy widget next to current function correctly in request signature.","chromium","Tue Apr 15 13:46:45 GMT 2025","passed","Tue Apr 15 13:46:52 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","18600","Verify that revoked document from the In Progress document is available on the declined documents report.","chromium","Tue Apr 15 13:37:50 GMT 2025","passed","Tue Apr 15 13:38:09 GMT 2025","Declined documents","MainAppPages/ReportDeclineddoc.spec.js","",""
"","10368","Verify that initials widgets Copy widget to all pages but last function correctly in Sign Yourself.","chromium","Tue Apr 15 13:55:01 GMT 2025","passed","Tue Apr 15 13:55:11 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","5536","Verify that a new free user cannot add team and is prompted to upgrade to a Teams plan.","chromium","Tue Apr 15 13:57:45 GMT 2025","passed","Tue Apr 15 13:57:51 GMT 2025","","MainAppPages/Teams.spec.js","",""
