"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11017","Verify that New user can draw and save the signature on the my signature page.","chromium","Wed Feb 12 20:01:00 GMT 2025","passed","Wed Feb 12 20:01:11 GMT 2025","My signature","Mysignature.spec.js","",""
"","4479","Verify that the Sign yourself card click functions correctly and redirects the user to the Signyourself page from the dashboard.","chromium","Wed Feb 12 19:57:33 GMT 2025","passed","Wed Feb 12 19:57:38 GMT 2025","Dashboard","Dashboard.spec.js","",""
"","30277","Verify that user can sign up with a free subscription plan.","chromium","Wed Feb 12 20:07:47 GMT 2025","broken","Wed Feb 12 20:08:17 GMT 2025","","Signup.spec.js","",""
"","4999","Verify that the Need your signature card click functions correctly and redirects the user to the Need your sign report from the dashboard.","chromium","Wed Feb 12 19:57:42 GMT 2025","passed","Wed Feb 12 19:57:47 GMT 2025","Dashboard","Dashboard.spec.js","",""
"","4716","Verify that the Request signature card click functions correctly and redirects the user to the Request signature page from the dashboard.","chromium","Wed Feb 12 19:57:38 GMT 2025","passed","Wed Feb 12 19:57:42 GMT 2025","Dashboard","Dashboard.spec.js","",""
"","7330","Verify that a new free user cannot add team and is prompted to upgrade to a Teams plan.","chromium","Wed Feb 12 20:09:59 GMT 2025","passed","Wed Feb 12 20:10:06 GMT 2025","","Teams.spec.js","",""
"","40987","Verify that user can sign up with a professional plan","chromium","Wed Feb 12 20:08:18 GMT 2025","passed","Wed Feb 12 20:08:59 GMT 2025","","Signup.spec.js","",""
"","10235","Verify that a new free user cannot save email preferences is prompted to upgrade","chromium","Wed Feb 12 20:06:36 GMT 2025","passed","Wed Feb 12 20:06:46 GMT 2025","Preferences","Preferences.spec.js","",""
"","9684","Verify that free user can add the sandbox webhook.","chromium","Wed Feb 12 20:15:03 GMT 2025","passed","Wed Feb 12 20:15:13 GMT 2025","WebHook","Webhook.spec.js","",""
"","21147","Verify that new user can perform the sign yourself","chromium","Wed Feb 12 20:09:02 GMT 2025","passed","Wed Feb 12 20:09:23 GMT 2025","","SignYourSelf.spec.js","",""
