"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","110560","Verify that the rotate page functions correctly in Sign Yourself.","chromium","2026-07-14","failed","2026-07-14","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"Verify failed login does not create a session","2376","Verify that session is cleared after failed login attempt","chromium","2026-07-14","passed","2026-07-14","Login Page Tests > Login State and Session Tests","MainAppPages/Login.spec.js","",""
"","8948","Reg_TC-05 Verify Professional Monthly signup and subscription invoice email.","chromium","2026-07-14","failed","2026-07-14","SignupPage","MainAppPages/Signup.spec.js","",""
"","10250","Verify that initials widgets Copy widget next to current widget function correctly in Sign Yourself.","chromium","2026-07-14","passed","2026-07-14","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","3699","Verify that the document is not uploaded if its format is not supported in sign yourself.","chromium","2026-07-14","passed","2026-07-14","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","30555","Verify that user can import contacts from an Excel file and delete them across pages.","chromium","2026-07-14","passed","2026-07-14","Contact","MainAppPages/Contact.spec.js","",""
"Verify login fails with invalid password for valid email","2417","Verify that login fails with invalid password","chromium","2026-07-14","passed","2026-07-14","Login Page Tests > Negative Login Tests","MainAppPages/Login.spec.js","",""
"","14009","Verify that widgets settings for Name, Job Title, Company, Text, and Email function correctly in Sign Yourself.","chromium","2026-07-14","passed","2026-07-14","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","9910","Verify that an existing Team Plan user can create a template using all advanced fields in the Create New Template form.","chromium","2026-07-14","passed","2026-07-14","Templates","MainAppPages/CreateTemplate.spec.js","",""
"","5945","Verify that a new free user cannot add a team and is prompted to upgrade to a Teams plan.","chromium","2026-07-14","passed","2026-07-14","","MainAppPages/Teams.spec.js","",""
"","5825","Verify that free user can generate the sanbox test token.","chromium","2026-07-14","passed","2026-07-14","API Token","MainAppPages/APItoken.spec.js","",""
"","10485","Verify that the rotate page functions correctly in create template.","chromium","2026-07-14","passed","2026-07-14","Templates","MainAppPages/CreateTemplate.spec.js","",""
"","5598","Verify that Professional plan user cannot access the Storage page in the console application and is prompted to upgrade Team plan.","chromium","2026-07-14","passed","2026-07-14","Console app","ConsoleApp/ConsoleStorage.spec.js","",""
"","95971","Verify that the Need Your Signature count on the card increases when a new document is created and the owner is added as a signer.","chromium","2026-07-14","failed","2026-07-14","Dashboard","MainAppPages/Dashboard.spec.js","",""
"","121683","Verify that a new free user is unable to send the document through bulk send and is prompted to upgrade.","chromium","2026-07-14","broken","2026-07-14","Templates","MainAppPages/CreateTemplate.spec.js","",""
"","11085","Verify that signature widgets all types function correctly in Sign Yourself.","chromium","2026-07-14","passed","2026-07-14","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"Verify email and password input fields have labels","1267","Verify that email and password fields have proper labels","chromium","2026-07-14","passed","2026-07-14","Login Page Tests > Login Page UI and Validation Tests","MainAppPages/Login.spec.js","",""
"","15546","Verify that the merge page functions correctly and the user can sign the merged document in Sign Yourself.","chromium","2026-07-14","passed","2026-07-14","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","4108","Verify that pagination is functioning correctly in the need your signature table.","chromium","2026-07-14","passed","2026-07-14","Need your signature","MainAppPages/ReportNeedYourSign.spec.js","",""
"","123134","Verify that owner can create the document and sign it from the need your signature report.","chromium","2026-07-14","broken","2026-07-14","Need your signature","MainAppPages/ReportNeedYourSign.spec.js","",""
"","4518","Verify that Professional plan user cannot access the Signing certificate page in the console application and is prompted to upgrade Team plan.","chromium","2026-07-14","passed","2026-07-14","Console app","ConsoleApp/ConsoleSignCertificate.spec.js","",""
"","5846","Verify that Teams plan user can access Organizations page and create an organization","chromium","2026-07-14","passed","2026-07-14","Console app","ConsoleApp/ConsoleOrganisation.spec.js","",""
"","8732","Verify that the signature settings function correctly for the signature widget on the create template.","chromium","2026-07-14","passed","2026-07-14","Templates","MainAppPages/CreateTemplate.spec.js","",""
"","25788","Verify that a user can create a document, send it for a signature request, and signer can successfully sign the document.","chromium","2026-07-14","passed","2026-07-14","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","12245","Verify that the document signed by SignYourSelf can be viewed from the Completed Document Report.","chromium","2026-07-14","passed","2026-07-14","Completed documents","MainAppPages/Reportcompleteddoc.spec.js","",""
"","11326","Verify that signature widgets Copy widget to all pages but last function correctly in request signature.","chromium","2026-07-14","passed","2026-07-14","Request signature","MainAppPages/Request_Signature.spec.js","",""
"Verify login attempt with password only is prevented","1658","Verify that user cannot login with password only (no email)","chromium","2026-07-14","passed","2026-07-14","Login Page Tests > Negative Login Tests","MainAppPages/Login.spec.js","",""
"","100120","Verify that the unfinished SignYourSelf document can be edited from the Draft Document Report and completed by adding the required widgets.","chromium","2026-07-14","failed","2026-07-14","","MainAppPages/ReportDraftdoc.spec.js","",""
"","95350","Verify that the user can successfully sign a PDF that was previously incompatible pdf 20pages","chromium","2026-07-14","failed","2026-07-14","Incompatiblepdfs","MainAppPages/pdfsCompatibility.spec.js","",""
"","3830","Verify professional plan user cannot add a team user and is prompted to upgrade","chromium","2026-07-14","passed","2026-07-14","","MainAppPages/TeamUsers.spec.js","",""
"","9469","Reg_TC-06 Verify Professional Yearly signup and subscription invoice email.","chromium","2026-07-14","failed","2026-07-14","SignupPage","MainAppPages/Signup.spec.js","",""
"Verify email field can be cleared","1365","Verify that email field clears correctly","chromium","2026-07-14","passed","2026-07-14","Login Page Tests > Login Page UI and Validation Tests","MainAppPages/Login.spec.js","",""
"","5964","Verify that Allow email template customization is off in Console General and Email Preferences loads.","chromium","2026-07-14","passed","2026-07-14","Console app - General page","ConsoleApp/General.spec.js","",""
"","15170","Verify that the tour guide messages not displayed for an existing signer when the tour guide is set to disabled.","chromium","2026-07-14","passed","2026-07-14","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","11718","Verify that textinput field widget Copy widget next to current function correctly in request signature.","chromium","2026-07-14","passed","2026-07-14","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","11797","Verify that initials widgets Copy widget to all pages but last function correctly in request signature.","chromium","2026-07-14","passed","2026-07-14","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","18548","Verify that the document signed by SignYourSelf is available in the Completed Document Report and can be deleted.","chromium","2026-07-14","passed","2026-07-14","Completed documents","MainAppPages/Reportcompleteddoc.spec.js","",""
"","15573","Verify that the user can sign a document of type Image.","chromium","2026-07-14","passed","2026-07-14","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","11307","Verify that a new free user cannot save email preferences is prompted to upgrade","chromium","2026-07-14","failed","2026-07-14","Preferences","MainAppPages/Preferences.spec.js","",""
"","11097","Verify that initials widgets Copy widget next to current function correctly in request signature.","chromium","2026-07-14","passed","2026-07-14","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","121886","Verify that a new free user cannot access the paid features on the request signature page.","chromium","2026-07-14","broken","2026-07-14","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","127430","Verify that the document created from a template appears in the Recently Sent for Signatures section on the dashboard.","chromium","2026-07-14","broken","2026-07-14","","MainAppPages/Dashboard.spec.js","",""
