"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9314","Verify that the document sent for a signature request appears in the Recently Sent for Signatures section on the dashboard.","chromium","Thu Apr 17 05:24:42 GMT 2025","passed","Thu Apr 17 05:24:51 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","6408","Verify that signature widgets Copy widget to all pages but first function correctly in request signature.","chromium","Thu Apr 17 05:33:25 GMT 2025","passed","Thu Apr 17 05:33:32 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","4248","Verify that Professional plan user cannot access the Storage page in the console application and is prompted to upgrade Team plan.","chromium","Thu Apr 17 05:21:06 GMT 2025","passed","Thu Apr 17 05:21:10 GMT 2025","Console app","ConsoleApp/ConsoleStorage.spec.js","",""
"","7699","Verify that signature widgets Copy widget next to current widget function correctly in Sign Yourself.","chromium","Thu Apr 17 05:42:18 GMT 2025","passed","Thu Apr 17 05:42:25 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","5569","Verify that the delete page functions correctly in create template.","chromium","Thu Apr 17 05:23:20 GMT 2025","passed","Thu Apr 17 05:23:26 GMT 2025","Templates","MainAppPages/CreateTemplate.spec.js","",""
"","2090","Verify that users cannot sign up with an already registered email address.","chromium","Thu Apr 17 05:36:55 GMT 2025","passed","Thu Apr 17 05:36:57 GMT 2025","SignupPage","MainAppPages/Signup.spec.js","",""
"","13103","Verify that the user can rename and delete a document from the dashboard Recently sent for signatures.","chromium","Thu Apr 17 05:25:10 GMT 2025","passed","Thu Apr 17 05:25:23 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","9825","Verify that the unfinished SignYourSelf document can be edited from the Draft Document Report and completed by adding the required widgets.","chromium","Thu Apr 17 05:28:43 GMT 2025","passed","Thu Apr 17 05:28:53 GMT 2025","","MainAppPages/ReportDraftdoc.spec.js","",""
"","4040","Verify that Professional plan user cannot access the Signing certificate page in the console application and is prompted to upgrade Team plan.","chromium","Thu Apr 17 05:20:53 GMT 2025","passed","Thu Apr 17 05:20:57 GMT 2025","Console app","ConsoleApp/ConsoleSignCertificate.spec.js","",""
"","6172","Verify that textinput field widget Copy widget to all pages but first function correctly in request signature.","chromium","Thu Apr 17 05:35:21 GMT 2025","passed","Thu Apr 17 05:35:27 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","4222","Profession plan user can access the Email page.","chromium","Thu Apr 17 05:20:27 GMT 2025","passed","Thu Apr 17 05:20:32 GMT 2025","Console app - Mail Page Access Validation","ConsoleApp/Consolemail.spec.js","",""
"","14686","Verify that the rotate page functions correctly in Sign Yourself.","chromium","Thu Apr 17 05:45:17 GMT 2025","passed","Thu Apr 17 05:45:32 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","3737","Verify that pagination is functioning correctly in the drafts document.","chromium","Thu Apr 17 05:28:53 GMT 2025","passed","Thu Apr 17 05:28:56 GMT 2025","","MainAppPages/ReportDraftdoc.spec.js","",""
"","9427","Verify that a new free user is unable to send the document through bulk send and is prompted to upgrade.","chromium","Thu Apr 17 05:22:35 GMT 2025","passed","Thu Apr 17 05:22:45 GMT 2025","Templates","MainAppPages/CreateTemplate.spec.js","",""
"","3663","Verify that pagination is functioning correctly in the inprogress document table.","chromium","Thu Apr 17 05:29:28 GMT 2025","passed","Thu Apr 17 05:29:32 GMT 2025","Inprogress report","MainAppPages/ReportInprogrees.spec.js","",""
"","9631","Verify that the document created from a template appears in the Recently Sent for Signatures section on the dashboard.","chromium","Thu Apr 17 05:24:51 GMT 2025","passed","Thu Apr 17 05:25:01 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","8393","Verify that initials widgets Copy widget to all pages function correctly in Sign Yourself.","chromium","Thu Apr 17 05:43:13 GMT 2025","passed","Thu Apr 17 05:43:21 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","8805","Verify that stamp widgets Copy widget to all pages function correctly in Sign Yourself.","chromium","Thu Apr 17 05:42:25 GMT 2025","passed","Thu Apr 17 05:42:34 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","14222","Verify that new user can perform the sign yourself","chromium","Thu Apr 17 05:36:57 GMT 2025","passed","Thu Apr 17 05:37:12 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","37794","Verify that a user can sign up with a professional plan and validate the details in the user profile.","chromium","Thu Apr 17 05:35:43 GMT 2025","passed","Thu Apr 17 05:36:21 GMT 2025","SignupPage","MainAppPages/Signup.spec.js","",""
"","12567","Verify that the user can successfully sign a PDF that was previously incompatible pdf 10pages.","chromium","Thu Apr 17 05:26:16 GMT 2025","passed","Thu Apr 17 05:26:29 GMT 2025","Incompatiblepdfs","MainAppPages/pdfsCompatibility.spec.js","",""
