"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13976","Verify that name,job title, company, checkbox, image and email widgets Copy function correctly in Sign Yourself.","chromium","Wed Apr 30 14:34:23 GMT 2025","passed","Wed Apr 30 14:34:37 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","6202","Verify that checkbox widget settings options function correctly in request signature.","chromium","Wed Apr 30 14:26:29 GMT 2025","passed","Wed Apr 30 14:26:35 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","10241","Verify that text widget Copy widget to all pages but first function correctly in Sign Yourself.","chromium","Wed Apr 30 14:35:04 GMT 2025","passed","Wed Apr 30 14:35:15 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","4630","Verify that the Need your signature card click functions correctly and redirects the user to the Need your sign report from the dashboard.","chromium","Wed Apr 30 14:11:17 GMT 2025","passed","Wed Apr 30 14:11:22 GMT 2025","Dashboard","MainAppPages/Dashboard.spec.js","",""
"","9658","Verify that user can create a document of type image and send it for a signature request.","chromium","Wed Apr 30 14:22:18 GMT 2025","passed","Wed Apr 30 14:22:28 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","22023","Verify that the document created from a template bulksend appears in the Recently Sent for Signatures section on the dashboard.","chromium","Wed Apr 30 14:15:48 GMT 2025","failed","Wed Apr 30 14:16:10 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","6887","Verify that textinput field widget Copy widget to all pages but first function correctly in request signature.","chromium","Wed Apr 30 14:27:20 GMT 2025","passed","Wed Apr 30 14:27:27 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","5362","Free user is prompted to upgrade when accessing the Branding page.","chromium","Wed Apr 30 14:01:24 GMT 2025","passed","Wed Apr 30 14:01:29 GMT 2025","Console app - Branding Access Validation","ConsoleApp/ConsoleBranding.spec.js","",""
"","10311","Verify that text widgets Copy widget to all pages function correctly in Sign Yourself.","chromium","Wed Apr 30 14:34:44 GMT 2025","passed","Wed Apr 30 14:34:54 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","4999","Verify that Professional plan user cannot access the Organisations page in the console application and is prompted to upgrade team plan.","chromium","Wed Apr 30 14:02:04 GMT 2025","passed","Wed Apr 30 14:02:09 GMT 2025","Console app","ConsoleApp/ConsoleOrganisation.spec.js","",""
