"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5973","Verify that user can add a new contact","chromium","Wed Feb 05 09:48:51 GMT 2025","passed","Wed Feb 05 09:48:57 GMT 2025","","Contact.spec.js","",""
"","42397","Verify that user can sign up with a professional plan","chromium","Wed Feb 05 09:49:41 GMT 2025","passed","Wed Feb 05 09:50:23 GMT 2025","","Signup.spec.js","",""
"","8892","Verify that New free user can save the general preferences.","chromium","Wed Feb 05 09:49:19 GMT 2025","passed","Wed Feb 05 09:49:28 GMT 2025","Preferences","Preferences.spec.js","",""
"","3886","Verify that free user cannot add the live webhook.","chromium","Wed Feb 05 09:53:08 GMT 2025","passed","Wed Feb 05 09:53:12 GMT 2025","WebHook","Webhook.spec.js","",""
"","1946","Verify that users cannot sign up with an already registered email address.","chromium","Wed Feb 05 09:50:23 GMT 2025","passed","Wed Feb 05 09:50:25 GMT 2025","","Signup.spec.js","",""
"","42122","Verify that new user can perform the sign yourself","chromium","Wed Feb 05 09:50:25 GMT 2025","passed","Wed Feb 05 09:51:08 GMT 2025","","SignYourSelf.spec.js","",""
"","3862","Verify that free user can generate the sanbox test token.","chromium","Wed Feb 05 09:48:47 GMT 2025","passed","Wed Feb 05 09:48:51 GMT 2025","API Token","APItokan.spec.js","",""
"","7205","Verify that free user can add the sandbox webhook.","chromium","Wed Feb 05 09:53:12 GMT 2025","passed","Wed Feb 05 09:53:19 GMT 2025","WebHook","Webhook.spec.js","",""
"","32640","Verify that existing user can perform the sign yourself","chromium","Wed Feb 05 09:51:08 GMT 2025","passed","Wed Feb 05 09:51:40 GMT 2025","","SignYourSelf.spec.js","",""
"","22860","Verify admin user can add the team user if user has teams plan.","chromium","Wed Feb 05 09:52:36 GMT 2025","failed","Wed Feb 05 09:52:59 GMT 2025","","TeamUsers.spec.js","",""
"","3967","Verify that user can sign up with a free subscription plan.","chromium","Wed Feb 05 09:49:37 GMT 2025","passed","Wed Feb 05 09:49:41 GMT 2025","","Signup.spec.js","",""
"","3530","Verify that pagination is functioning correctly in the Teams user table.","chromium","Wed Feb 05 09:53:04 GMT 2025","passed","Wed Feb 05 09:53:08 GMT 2025","","TeamUsers.spec.js","",""
"","5442","Verify that New user can draw and save the signature on the my signature page.","chromium","Wed Feb 05 09:49:10 GMT 2025","passed","Wed Feb 05 09:49:16 GMT 2025","My signature","Mysignature.spec.js","",""
"","3302","Verify that a new free user cannot add team and is prompted to upgrade to a Teams plan.","chromium","Wed Feb 05 09:51:40 GMT 2025","passed","Wed Feb 05 09:51:43 GMT 2025","","Teams.spec.js","",""
"","8937","Verify that a new free user cannot save email preferences is prompted to upgrade","chromium","Wed Feb 05 09:49:28 GMT 2025","passed","Wed Feb 05 09:49:37 GMT 2025","Preferences","Preferences.spec.js","",""
"","6520","Verify that free user cannot generate the live api token.","chromium","Wed Feb 05 09:48:41 GMT 2025","passed","Wed Feb 05 09:48:47 GMT 2025","API Token","APItokan.spec.js","",""
"","4939","Verify that a new free user cannot add a team user and is prompted to upgrade to the Teams plan.","chromium","Wed Feb 05 09:52:59 GMT 2025","passed","Wed Feb 05 09:53:04 GMT 2025","","TeamUsers.spec.js","",""
"","3550","Verify that New user can upload and save the signature on the my signature page.","chromium","Wed Feb 05 09:49:16 GMT 2025","passed","Wed Feb 05 09:49:19 GMT 2025","My signature","Mysignature.spec.js","",""
"","7921","Verify that user can import contacts from an Excel file","chromium","Wed Feb 05 09:49:02 GMT 2025","passed","Wed Feb 05 09:49:10 GMT 2025","","Contact.spec.js","",""
"","5110","Verify that user cannot add a new contact with existing email address","chromium","Wed Feb 05 09:48:57 GMT 2025","passed","Wed Feb 05 09:49:02 GMT 2025","","Contact.spec.js","",""
