"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11841","Verify that free user cannot generate the live api token.","chromium","Tue Feb 04 08:53:26 GMT 2025","passed","Tue Feb 04 08:53:37 GMT 2025","API Token","APItokan.spec.js","",""
"","5995","Verify that user can add a new contact","chromium","Tue Feb 04 08:53:42 GMT 2025","passed","Tue Feb 04 08:53:48 GMT 2025","","Contact.spec.js","",""
"","8716","Verify that user can import contacts from an Excel file","chromium","Tue Feb 04 08:53:53 GMT 2025","passed","Tue Feb 04 08:54:02 GMT 2025","","Contact.spec.js","",""
"","30408","Verify admin user can add the team user if user has teams plan.","chromium","Tue Feb 04 08:57:34 GMT 2025","failed","Tue Feb 04 08:58:05 GMT 2025","","TeamUsers.spec.js","",""
"","10158","Verify that a new free user cannot add a team user and is prompted to upgrade to the Teams plan.","chromium","Tue Feb 04 08:58:05 GMT 2025","passed","Tue Feb 04 08:58:15 GMT 2025","","TeamUsers.spec.js","",""
"","2288","Verify that users cannot sign up with an already registered email address.","chromium","Tue Feb 04 08:55:16 GMT 2025","passed","Tue Feb 04 08:55:19 GMT 2025","","Signup.spec.js","",""
"","41949","Verify that user can sign up with a professional plan","chromium","Tue Feb 04 08:54:34 GMT 2025","passed","Tue Feb 04 08:55:16 GMT 2025","","Signup.spec.js","",""
"","3765","Verify that New user can upload and save the signature on the my signature page.","chromium","Tue Feb 04 08:54:08 GMT 2025","passed","Tue Feb 04 08:54:12 GMT 2025","My signature","Mysignature.spec.js","",""
"","9129","Verify that a new free user cannot save email preferences is prompted to upgrade","chromium","Tue Feb 04 08:54:21 GMT 2025","passed","Tue Feb 04 08:54:30 GMT 2025","Preferences","Preferences.spec.js","",""
"","33790","Verify that existing user can perform the sign yourself","chromium","Tue Feb 04 08:56:02 GMT 2025","passed","Tue Feb 04 08:56:36 GMT 2025","","SignYourSelf.spec.js","",""
"","3331","Verify that a new free user cannot add teams and is prompted to upgrade to a Teams plan.","chromium","Tue Feb 04 08:56:36 GMT 2025","passed","Tue Feb 04 08:56:39 GMT 2025","","Teams.spec.js","",""
"","43438","Verify that new user can perform the sign yourself","chromium","Tue Feb 04 08:55:19 GMT 2025","passed","Tue Feb 04 08:56:02 GMT 2025","","SignYourSelf.spec.js","",""
"","4247","Verify that user can sign up with a free subscription plan.","chromium","Tue Feb 04 08:54:30 GMT 2025","passed","Tue Feb 04 08:54:34 GMT 2025","","Signup.spec.js","",""
"","7588","Verify that free user can add the sandbox webhook.","chromium","Tue Feb 04 08:58:37 GMT 2025","passed","Tue Feb 04 08:58:45 GMT 2025","WebHook","Webhook.spec.js","",""
"","17478","Verify that pagination is functioning correctly in the Teams user table.","chromium","Tue Feb 04 08:58:15 GMT 2025","passed","Tue Feb 04 08:58:33 GMT 2025","","TeamUsers.spec.js","",""
"","9224","Verify that New free user can save the general preferences.","chromium","Tue Feb 04 08:54:12 GMT 2025","passed","Tue Feb 04 08:54:21 GMT 2025","Preferences","Preferences.spec.js","",""
"","4562","Verify that free user cannot add the live webhook.","chromium","Tue Feb 04 08:58:33 GMT 2025","passed","Tue Feb 04 08:58:37 GMT 2025","WebHook","Webhook.spec.js","",""
"","5757","Verify that New user can draw and save the signature on the my signature page.","chromium","Tue Feb 04 08:54:02 GMT 2025","passed","Tue Feb 04 08:54:08 GMT 2025","My signature","Mysignature.spec.js","",""
"","4851","Verify that free user can generate the sanbox test token.","chromium","Tue Feb 04 08:53:37 GMT 2025","passed","Tue Feb 04 08:53:42 GMT 2025","API Token","APItokan.spec.js","",""
"","5245","Verify that user cannot add a new contact with existing email address","chromium","Tue Feb 04 08:53:48 GMT 2025","passed","Tue Feb 04 08:53:53 GMT 2025","","Contact.spec.js","",""
