"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5127","Verify that clicking the Out for Signatures card functions correctly and redirects the user to the In-Progress report from the dashboard.","chromium","Thu Apr 10 13:50:09 GMT 2025","passed","Thu Apr 10 13:50:14 GMT 2025","Dashboard","MainAppPages/Dashboard.spec.js","",""
"","12010","Verify the column names and the document details on the need your signature report.","chromium","Thu Apr 10 14:12:39 GMT 2025","passed","Thu Apr 10 14:12:51 GMT 2025","Need your signature","MainAppPages/ReportNeedYourSign.spec.js","",""
"","11395","Verify that stamp widgets Copy widget to all pages but first function correctly in Sign Yourself.","chromium","Thu Apr 10 14:30:25 GMT 2025","passed","Thu Apr 10 14:30:37 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","11221","Verify that initials widgets Copy widget next to current widget function correctly in Sign Yourself.","chromium","Thu Apr 10 14:31:36 GMT 2025","passed","Thu Apr 10 14:31:47 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","11634","Verify that stamp widgets Copy widget to all pages but last function correctly in Sign Yourself.","chromium","Thu Apr 10 14:30:14 GMT 2025","passed","Thu Apr 10 14:30:25 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","6762","Verify that a free user cannot access the Organisations page in the console application and is prompted to upgrade.","chromium","Thu Apr 10 13:46:10 GMT 2025","passed","Thu Apr 10 13:46:17 GMT 2025","Console app","ConsoleApp/ConsoleOrganisation.spec.js","",""
"","4026","Verify that a new free user cannot add a team user and is prompted to upgrade to the Teams plan.","chromium","Thu Apr 10 14:34:18 GMT 2025","passed","Thu Apr 10 14:34:22 GMT 2025","","MainAppPages/TeamUsers.spec.js","",""
"","14649","Verify that the user can successfully sign a PDF that was previously incompatible pdf 20pages","chromium","Thu Apr 10 14:08:45 GMT 2025","passed","Thu Apr 10 14:08:59 GMT 2025","Incompatiblepdfs","MainAppPages/pdfsCompatibility.spec.js","",""
"","14760","Verify that the user can rename and delete a document from the In Progress document.","chromium","Thu Apr 10 14:11:35 GMT 2025","passed","Thu Apr 10 14:11:50 GMT 2025","Inprogress report","MainAppPages/ReportInprogrees.spec.js","",""
"","15907","Verify that name,job title, company, checkbox, image and email widgets Copy function correctly in Sign Yourself.","chromium","Thu Apr 10 14:32:01 GMT 2025","passed","Thu Apr 10 14:32:17 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","13749","Verify that widgets settings for Name, Job Title, Company, Text, and Email function correctly in Sign Yourself.","chromium","Thu Apr 10 14:31:47 GMT 2025","passed","Thu Apr 10 14:32:01 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","11542","Verify that expired document is available on the Expired documents report.","chromium","Thu Apr 10 14:10:52 GMT 2025","passed","Thu Apr 10 14:11:04 GMT 2025","Expired documents","MainAppPages/ReportExpiredDoc.spec.js","",""
"","8604","Verify that signature widget Copy widget to all pages function correctly in request signature.","chromium","Thu Apr 10 14:21:35 GMT 2025","passed","Thu Apr 10 14:21:44 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","16241","Verify that the rotate page functions correctly in Sign Yourself.","chromium","Thu Apr 10 14:33:34 GMT 2025","passed","Thu Apr 10 14:33:50 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","6782","Verify that professional user cannot access the OrgAdmins page in the console application and is prompted to upgrade team plan.","chromium","Thu Apr 10 13:46:04 GMT 2025","passed","Thu Apr 10 13:46:10 GMT 2025","Console app","ConsoleApp/ConsoleOrgAdmins.spec.js","",""
"","7946","Verify that the unfinished SignYourSelf document is available in the Drafts Document Report and can be deleted.","chromium","Thu Apr 10 14:10:26 GMT 2025","passed","Thu Apr 10 14:10:34 GMT 2025","","MainAppPages/ReportDraftdoc.spec.js","",""
"","22207","Verify that a user can create a document, send it for a signature request, and signer can successfully sign the document.","chromium","Thu Apr 10 14:13:41 GMT 2025","passed","Thu Apr 10 14:14:03 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","2710","Verify that users cannot sign up with an already registered email address.","chromium","Thu Apr 10 14:26:11 GMT 2025","passed","Thu Apr 10 14:26:13 GMT 2025","SignupPage","MainAppPages/Signup.spec.js","",""
"","8289","Verify that the signature settings function correctly for the signature widget on the request signature page.","chromium","Thu Apr 10 14:21:00 GMT 2025","passed","Thu Apr 10 14:21:08 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","11184","Verify that text widget Copy widget to all pages but last function correctly in Sign Yourself.","chromium","Thu Apr 10 14:32:35 GMT 2025","passed","Thu Apr 10 14:32:47 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
