"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3812","Verify that pagination is functioning correctly in the dashboard drafts document.","chromium","Thu Apr 17 07:31:47 GMT 2025","passed","Thu Apr 17 07:31:50 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
"","15385","Verify that revoked document from the In Progress document is available on the declined documents report.","chromium","Thu Apr 17 07:34:59 GMT 2025","passed","Thu Apr 17 07:35:15 GMT 2025","Declined documents","MainAppPages/ReportDeclineddoc.spec.js","",""
"","4276","Verify that Professional plan user cannot access the Organisations page in the console application and is prompted to upgrade team plan.","chromium","Thu Apr 17 07:28:39 GMT 2025","passed","Thu Apr 17 07:28:43 GMT 2025","Console app","ConsoleApp/ConsoleOrganisation.spec.js","",""
"","3630","Verify that pagination is functioning correctly in the Teams user table.","chromium","Thu Apr 17 07:48:31 GMT 2025","passed","Thu Apr 17 07:48:35 GMT 2025","","MainAppPages/TeamUsers.spec.js","",""
"","10754","Verify that new user can create and send the document for request signature.","chromium","Thu Apr 17 07:37:22 GMT 2025","passed","Thu Apr 17 07:37:32 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","9090","Verify that text widget Copy widget to all pages but first function correctly in Sign Yourself.","chromium","Thu Apr 17 07:47:13 GMT 2025","passed","Thu Apr 17 07:47:22 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","2998","Verify that the document is not uploaded if its format is not supported in sign yourself.","chromium","Thu Apr 17 07:48:07 GMT 2025","passed","Thu Apr 17 07:48:10 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","7286","Verify that text widget Copy widget to all pages but first function correctly in request signature.","chromium","Thu Apr 17 07:41:32 GMT 2025","passed","Thu Apr 17 07:41:39 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","4214","Verify that Professional plan user cannot access the Storage page in the console application and is prompted to upgrade Team plan.","chromium","Thu Apr 17 07:29:00 GMT 2025","passed","Thu Apr 17 07:29:05 GMT 2025","Console app","ConsoleApp/ConsoleStorage.spec.js","",""
"","6017","Verify that textinput field widget Copy widget next to current function correctly in request signature.","chromium","Thu Apr 17 07:42:04 GMT 2025","passed","Thu Apr 17 07:42:10 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","8343","Verify that initials widgets Copy widget next to current widget function correctly in Sign Yourself.","chromium","Thu Apr 17 07:46:17 GMT 2025","passed","Thu Apr 17 07:46:25 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","6512","Verify that signature widget Copy widget to all pages function correctly in request signature.","chromium","Thu Apr 17 07:39:51 GMT 2025","passed","Thu Apr 17 07:39:58 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","8227","Verify that user can create a document of type image and send it for a signature request.","chromium","Thu Apr 17 07:37:32 GMT 2025","passed","Thu Apr 17 07:37:41 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","10436","Verify that the merge page functions correctly and the user can sign the merged document in the crerate template.","chromium","Thu Apr 17 07:30:37 GMT 2025","passed","Thu Apr 17 07:30:47 GMT 2025","Templates","MainAppPages/CreateTemplate.spec.js","",""
"","8482","Verify that text widget Copy widget to all pages but last function correctly in Sign Yourself.","chromium","Thu Apr 17 07:47:04 GMT 2025","passed","Thu Apr 17 07:47:13 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","3086","Verify that a new free user cannot add a team user and is prompted to upgrade to the Teams plan.","chromium","Thu Apr 17 07:48:28 GMT 2025","passed","Thu Apr 17 07:48:31 GMT 2025","","MainAppPages/TeamUsers.spec.js","",""
"","3766","Verify that pagination is functioning correctly in the inprogress document table.","chromium","Thu Apr 17 07:36:14 GMT 2025","passed","Thu Apr 17 07:36:18 GMT 2025","Inprogress report","MainAppPages/ReportInprogrees.spec.js","",""
"","9086","Verify that stamp widgets Copy widget next to current widget function correctly in Sign Yourself.","chromium","Thu Apr 17 07:45:33 GMT 2025","passed","Thu Apr 17 07:45:42 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","12759","Verify that the user can rename and delete a document from the In Progress document.","chromium","Thu Apr 17 07:36:18 GMT 2025","passed","Thu Apr 17 07:36:31 GMT 2025","Inprogress report","MainAppPages/ReportInprogrees.spec.js","",""
"","5699","Verify that initials widgets Copy widget to all pages but first function correctly in request signature.","chromium","Thu Apr 17 07:40:50 GMT 2025","passed","Thu Apr 17 07:40:55 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","9457","Verify that signature widgets Copy widget to all pages but last function correctly in Sign Yourself.","chromium","Thu Apr 17 07:44:32 GMT 2025","passed","Thu Apr 17 07:44:42 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","3742","Verify that pagination is functioning correctly in the drafts document.","chromium","Thu Apr 17 07:35:36 GMT 2025","passed","Thu Apr 17 07:35:40 GMT 2025","","MainAppPages/ReportDraftdoc.spec.js","",""
"","8719","Verify that New free user can save the general preferences.","chromium","Thu Apr 17 07:34:15 GMT 2025","passed","Thu Apr 17 07:34:24 GMT 2025","Preferences","MainAppPages/Preferences.spec.js","",""
"","8373","Verify that the Out for signature count on the card increases when a new document sent for request signature.","chromium","Thu Apr 17 07:31:27 GMT 2025","passed","Thu Apr 17 07:31:36 GMT 2025","Dashboard","MainAppPages/Dashboard.spec.js","",""
"","6164","Verify that the delete page functions correctly in Sign Yourself.","chromium","Thu Apr 17 07:47:46 GMT 2025","passed","Thu Apr 17 07:47:52 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","6022","Verify that the signature settings function correctly for the signature widget on the request signature page.","chromium","Thu Apr 17 07:39:24 GMT 2025","passed","Thu Apr 17 07:39:30 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","11094","Verify that the user can successfully sign a PDF that was previously incompatible pdf 20pages","chromium","Thu Apr 17 07:33:51 GMT 2025","passed","Thu Apr 17 07:34:02 GMT 2025","Incompatiblepdfs","MainAppPages/pdfsCompatibility.spec.js","",""
"","4165","Verify that a free user cannot access the Signing certificate page in the console application and is prompted to upgrade.","chromium","Thu Apr 17 07:28:43 GMT 2025","passed","Thu Apr 17 07:28:48 GMT 2025","Console app","ConsoleApp/ConsoleSignCertificate.spec.js","",""
"","8057","Verify that initials widgets Copy widget to all pages but last function correctly in Sign Yourself.","chromium","Thu Apr 17 07:46:00 GMT 2025","passed","Thu Apr 17 07:46:08 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","3442","Verify that New user can draw and save the signature on the my signature page.","chromium","Thu Apr 17 07:33:07 GMT 2025","passed","Thu Apr 17 07:33:10 GMT 2025","My signature","MainAppPages/Mysignature.spec.js","",""
