"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5263","Verify that the delete page functions correctly in request signature.","chromium","Wed May 14 13:58:30 GMT 2025","passed","Wed May 14 13:58:36 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","3401","Verify that the Need your signature card click functions correctly and redirects the user to the Need your sign report from the dashboard.","chromium","Wed May 14 13:49:51 GMT 2025","passed","Wed May 14 13:49:54 GMT 2025","Dashboard","MainAppPages/Dashboard.spec.js","",""
"","15902","Verify that a user can create a document, send it for a signature request, and signer can successfully sign the document.","chromium","Wed May 14 13:56:58 GMT 2025","passed","Wed May 14 13:57:13 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","14461","Verify that new user can perform the sign yourself","chromium","Wed May 14 14:02:22 GMT 2025","passed","Wed May 14 14:02:36 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","10588","Verify that a new free user cannot access the paid features on the create template and edit template page.","chromium","Wed May 14 13:48:09 GMT 2025","passed","Wed May 14 13:48:19 GMT 2025","Templates","MainAppPages/CreateTemplate.spec.js","",""
"","8576","Verify that stamp widgets Copy widget to all pages but last function correctly in Sign Yourself.","chromium","Wed May 14 14:03:53 GMT 2025","passed","Wed May 14 14:04:02 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","12427","Verify that the unfinished SignYourSelf document is available in the Drafts Document Report and can be deleted.","chromium","Wed May 14 13:54:01 GMT 2025","passed","Wed May 14 13:54:13 GMT 2025","","MainAppPages/ReportDraftdoc.spec.js","",""
"","4822","Team plan user is prompted to upgrade when accessing the Branding page.","chromium","Wed May 14 13:46:30 GMT 2025","passed","Wed May 14 13:46:35 GMT 2025","Console app - Branding Access Validation","ConsoleApp/ConsoleBranding.spec.js","",""
"","7062","Verify that text widget Copy widget to all pages but last function correctly in request signature.","chromium","Wed May 14 14:00:15 GMT 2025","passed","Wed May 14 14:00:22 GMT 2025","Request signature","MainAppPages/Request_Signature.spec.js","",""
"","11691","Verify that the unfinished SignYourSelf document can be edited from the Draft Document Report and completed by adding the required widgets.","chromium","Wed May 14 13:54:13 GMT 2025","passed","Wed May 14 13:54:25 GMT 2025","","MainAppPages/ReportDraftdoc.spec.js","",""
"","7868","Verify that a user can sign up with a free subscription plan and validate the details in the user profile.","chromium","Wed May 14 14:01:04 GMT 2025","passed","Wed May 14 14:01:12 GMT 2025","SignupPage","MainAppPages/Signup.spec.js","",""
"","9026","Verify that stamp widgets Copy widget to all pages but first function correctly in Sign Yourself.","chromium","Wed May 14 14:04:02 GMT 2025","passed","Wed May 14 14:04:11 GMT 2025","Sign yourself","MainAppPages/SignYourSelf.spec.js","",""
"","7484","Verify that a free user cannot access the Analytics page in the console application and is prompted to upgrade.","chromium","Wed May 14 13:46:04 GMT 2025","passed","Wed May 14 13:46:12 GMT 2025","Console analytics","ConsoleApp/ConsoleAnalytics.spec.js","",""
"","4194","Verify that free user cannot add the live webhook.","chromium","Wed May 14 14:07:23 GMT 2025","passed","Wed May 14 14:07:27 GMT 2025","WebHook","MainAppPages/Webhook.spec.js","",""
"","14199","Verify that the user can rename and delete a document from the dashboard Recently sent for signatures.","chromium","Wed May 14 13:51:21 GMT 2025","passed","Wed May 14 13:51:36 GMT 2025","","MainAppPages/Dashboard.spec.js","",""
